537,51456,28069,29055,33438,8414,34838,55819
538,51552,28145,28957,33460,8791,34011,56269
539,51648,28223,28860,33479,9189,33184,56697
540,51744,28303,28764,33494,9609,32357,57104
541,51840,28385,28670,33507,10051,31531,57489
542,51936,28468,28576,33517,10513,30705,57852
543,52032,28554,28484,33523,10996,29882,58192
544,52128,28641,28394,33526,11499,29062,58510
545,52224,28730,28305,33527,12021,28245,58804
546,52320,28820,28217,33524,12563,27433,59075
547,52416,28912,28131,33518,13123,26626,59322
548,52512,29005,28047,33509,13701,25825,59545
549,52608,29099,27965,33497,14297,25030,59744
550,52704,29195,27885,33481,14910,24242,59919
551,52800,29291,27806,33463,15539,23462,60069
552,52896,29389,27730,33442,16185,22692,60194
553,52992,29488,27656,33417,16845,21930,60295
554,53088,29587,27584,33390,17521,21179,60371
555,53184,29687,27514,33360,18210,20438,60423
556,53280,29788,27447,33326,18913,19709,60449
557,53376,29889,27382,33290,19629,18992,60450
558,53472,29991,27319,33251,20356,18287,60427
559,53568,30093,27259,33209,21096,17597,60378
560,53664,30195,27201,33164,21846,16920,60305
561,53760,30298,27147,33116,22607,16257,60207
562,53856,30401,27094,33066,23376,15610,60084
563,53952,30503,27045,33013,24155,14979,59936
564,54048,30606,26998,32957,24942,14365,59764
565,54144,30708,26954,32899,25736,13767,59568
566,54240,30810,26912,32838,26537,13186,59348
567,54336,30912,26874,32775,27343,12624,59103
568,54432,31013,26838,32709,28155,12081,58835
569,54528,31114,26806,32641,28971,11556,58544
570,54624,31214,26776,32571,29791,11051,58229
571,54720,31313,26750,32498,30614,10566,57891
572,54816,31411,26726,32424,31439,10101,57531
573,54912,31509,26705,32347,32265,9657,57148
574,55008,31605,26688,32268,33093,9235,56744
575,55104,31701,26673,32187,33920,8834,56317
576,55200,31795,26662,32104,34746,8455,55870
577,55296,31888,26654,32020,35571,8098,55402
578,55392,31979,26649,31933,36393,7764,54913
579,55488,32069,26647,31845,37212,7453,54405
580,55584,32158,26648,31756,38028,7166,53877
581,55680,32244,26652,31665,38839,6901,53330
582,55776,32330,26659,31572,39644,6661,52765
583,55872,32413,26669,31479,40444,6445,52182
584,55968,32495,26683,31384,41237,6252,51581
585,56064,32574,26699,31288,42022,6084,50964
586,56160,32652,26719,31190,42800,5941,50330
587,56256,32727,26742,31092,43568,5822,49680
588,56352,32801,26767,30993,44327,5728,49016
589,56448,32872,26796,30893,45075,5659,48336
590,56544,32941,26827,30793,45813,5615,47643
591,56640,33008,26862,30691,46539,5595,46937
592,56736,33072,26900,30590,47252,5601,46218
593,56832,33134,26940,30487,47953,5631,45486
594,56928,33193,26983,30385,48640,5687,44744
595,57024,33250,27029,30282,49313,5767,43991
596,57120,33304,27078,30179,49971,5872,43228
597,57216,33355,27130,30076,50614,6002,42455
598,57312,33404,27184,29973,51240,6156,41674
599,57408,33450,27241,29870,51850,6335,40886
600,57504,33493,27300,29768,52443,6538,40090
601,57600,33533,27362,29666,53019,6765,39287
602,57696,33571,27426,29564,53576,7016,38479
603,57792,33605,27493,29462,54114,7291,37666
604,57888,33637,27562,29362,54633,7589,36849
605,57984,33666,27634,29262,55133,7910,36028
606,58080,33691,27707,29162,55613,8254,35204
607,58176,33714,27783,29064,56071,8621,34379
608,58272,33734,27861,28966,56509,9009,33552
609,58368,33750,27941,28870,56926,9420,32725
